f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
0.934255,1.145210,-0.988441,0.538023,-1.615332,1.202095,0.775860,-1.081463,0.133647,-1.116282,0
0.030540,-1.340149,0.337699,0.252287,-0.125515,-0.031614,-0.726943,0.792546,0.295894,0.593544,0
1.185365,-1.198453,-0.134678,-2.014803,-0.937306,-1.448248,1.054973,-0.949072,-1.434249,-1.054344,0
-0.652588,-0.372329,-0.877988,-0.163475,0.826457,1.504647,1.186984,0.047646,0.512345,-0.747025,1
-0.071762,1.574182,-1.265790,0.225226,0.293862,1.086672,0.024700,-0.175961,-0.236758,-1.682888,0
0.083212,-1.275801,-0.080842,-0.660088,-0.213277,-0.919703,0.147393,-0.080533,-0.906313,-0.661076,0
-0.667257,0.579800,1.198322,-0.632544,-0.669507,-1.578019,-0.193231,0.140666,-0.270756,1.285766,1
0.138831,0.169016,-0.614825,-0.164420,-0.071453,-0.059352,1.081015,0.058547,-0.644048,-1.146057,0
-1.142159,-0.222984,-0.379881,-1.420794,-0.961168,-1.424536,1.068783,-0.470339,-1.648416,-1.484892,0
-1.068766,0.379779,0.088065,0.043194,0.280311,-0.791449,0.780168,-3.119290,-0.628511,-0.283571,0
-0.790225,-1.717490,1.710784,1.211294,0.407389,-0.215612,1.648248,-0.702493,1.449032,2.975857,1
0.543528,0.055982,-0.981672,-0.155796,-0.502953,-1.290016,-0.343689,-0.441963,-2.105264,-2.498849,0
0.149633,2.384793,-1.249620,-0.584343,-0.425032,0.795782,0.751229,0.500894,-0.483322,-1.816430,0
-1.321877,1.826032,1.194977,-0.271270,-0.363449,-0.423556,0.331400,0.423582,0.766213,1.925858,1
1.319522,-0.168612,1.735942,-0.890433,-0.085128,-2.487332,-1.677929,0.560252,-0.573642,1.749927,0
-0.616552,0.449507,0.105849,1.186217,0.091297,-0.949455,-0.925145,-0.207146,-0.753793,-0.339816,0
2.529979,1.683464,1.091760,-1.086401,0.438233,-1.174428,0.125813,0.893185,-0.009475,1.318776,1
0.451451,0.598178,0.183052,-0.459935,1.632712,1.025332,0.497087,0.987793,1.099664,0.905197,1
0.049425,1.100967,1.393866,-0.248083,0.715945,-0.832771,-0.434867,0.856756,0.588549,2.056813,1
-0.858447,0.845775,1.532061,0.737054,-1.065669,-0.949810,0.110998,0.523069,0.615840,2.241441,0
0.209222,-0.436995,-1.156785,0.237628,-1.281174,1.464857,0.054387,0.709288,0.208694,-1.273921,0
2.968127,-0.006974,1.293989,-0.007721,1.282862,0.539181,0.385801,-1.300792,1.728753,2.643908,1
0.340306,-0.314343,1.416896,-0.735217,0.664422,-1.674519,0.778286,1.701766,-0.147751,1.627376,1
1.624276,-0.998886,-1.325251,0.623499,1.686502,0.928133,0.698340,-1.417119,-0.436719,-1.879246,0
1.216813,0.840123,0.544826,0.393238,-1.317548,-0.384407,-0.552605,-1.410972,0.176981,0.770989,0
-0.416512,-0.413923,-0.338205,0.700397,-0.920514,1.241581,-0.452455,1.486335,0.793812,0.082752,1
0.308514,-0.624331,-1.485017,0.732915,0.439935,1.854383,-0.465703,-1.533507,0.244376,-1.650008,0
0.114023,-0.031567,-0.284999,1.548874,-0.829770,0.813663,-1.247493,0.773950,0.459360,-0.060449,0
-0.544275,-0.129112,-0.337938,0.698095,-0.748219,-0.869048,0.072990,-0.163796,-1.107627,-1.098072,0
1.150750,0.358287,-0.096840,0.947311,0.931613,-0.878916,1.248877,-0.039337,-0.884931,-0.667205,0
-0.172001,2.204439,-0.626064,0.562466,-1.069827,0.472778,-0.746098,0.624341,-0.175392,-0.868571,0
1.128678,-0.305666,-0.532625,0.243647,0.951243,0.879952,1.016919,0.827266,0.281230,-0.471552,0
0.834719,0.352245,-0.026240,0.860643,-0.492151,-1.063439,0.686187,-0.383284,-0.983373,-0.642695,0
0.926509,0.424673,-0.215101,0.613674,-3.247946,-0.957795,1.300373,-0.283757,-1.069597,-0.925406,0
0.085081,1.125801,0.923907,0.357578,-0.488873,-2.373941,-0.896778,1.317809,-1.251479,0.343600,1
-1.649084,-0.939275,-0.439585,0.197910,-1.147619,1.285574,0.800025,-0.954117,0.736068,-0.076126,1
-0.265759,0.843047,-0.151326,0.254776,0.509297,1.183666,-0.956586,1.060103,0.921136,0.388589,1
1.982070,-1.145320,-0.358241,0.422859,0.872565,-1.118894,0.507219,0.664690,-1.352243,-1.274657,0
0.182209,-0.971797,0.351153,0.449662,1.063315,-0.601080,1.034793,-0.917359,-0.204277,0.299170,0
-0.536598,-0.236838,1.494968,1.112202,0.230810,0.462447,-2.197798,-0.532823,1.852666,2.964734,1
0.103352,-0.036136,0.931347,2.157855,0.691840,-0.785271,0.483122,0.896820,0.187072,1.246234,1
0.654960,-1.537645,-0.059713,0.932137,0.475344,1.148394,-2.149053,1.187638,0.977355,0.534668,1
0.539018,-0.296381,0.529929,1.436957,1.495566,-0.575983,0.105845,1.244405,-0.009940,0.636802,1
-1.179743,0.168037,1.787503,-0.446751,-0.009266,-1.012554,0.738193,-0.095841,0.804672,2.668675,1
-0.524500,-0.772808,-0.154839,2.090807,-1.195462,-1.095972,0.700408,0.045270,-1.136212,-0.893669,0
-0.911407,-2.070240,-0.392815,1.362357,-0.494736,0.205466,0.674075,-0.940888,-0.192193,-0.596000,0
1.620563,1.271969,0.847889,0.919020,0.217197,0.739098,-1.058711,-0.435849,1.480376,1.948354,1
0.982514,0.281107,0.705126,0.211644,1.499097,-1.443529,0.039751,-0.360314,-0.623321,0.468351,1
0.656082,-0.860821,-0.357986,1.229448,-0.112158,-1.035116,-0.350301,0.297318,-1.276513,-1.227306,1
-0.138040,0.559906,0.672944,-1.491890,-0.464260,-1.522501,0.760575,1.326527,-0.725387,0.365900,1
1.707047,-2.289930,0.515516,-0.065534,-0.073200,0.885708,-0.489261,0.843119,1.293211,1.428814,1
-1.382690,-0.609365,0.569662,-0.464802,-0.091777,-0.537180,0.566376,0.001711,0.063187,0.730437,0
0.512759,-0.488142,-0.130264,-0.609748,0.002975,1.154668,-2.033519,-0.536448,0.915241,0.410482,1
1.292177,0.702598,0.183643,-0.751216,0.491502,-0.589990,-1.044485,-1.867734,-0.355187,0.002182,0
-0.429830,-0.848137,0.559475,1.700942,0.765417,0.856963,0.946459,2.467590,1.309537,1.492291,1
1.775747,0.071673,-0.490743,-1.233342,-1.059272,1.170755,0.508754,-0.241694,0.583475,-0.232985,0
0.353559,-1.412247,1.652621,0.064075,-0.420070,0.381925,-0.172660,1.106809,1.931549,3.205020,1
-0.872154,0.155546,-0.297101,-2.112365,-0.695298,-0.425191,0.737043,0.556155,-0.668482,-0.775732,1
1.287922,-0.162380,-0.403050,-0.255928,-0.068548,-0.949661,-0.966582,-0.534518,-1.242804,-1.261044,0
3.002965,-0.857383,0.064767,-0.590041,-0.427488,1.067824,-1.884274,-1.247923,1.024331,0.714884,0
-1.210047,0.715322,-1.780614,-0.554753,1.131886,1.137546,-1.484571,0.287014,-0.685437,-2.586250,0
0.683135,1.009456,-0.397656,-1.811611,-0.406103,-1.216085,-1.219380,1.120666,-1.477673,-1.400396,0
-0.216830,-0.121791,1.246119,-0.111010,1.176613,-0.310190,0.787579,0.046802,0.917480,2.081875,1
0.885575,1.401908,0.391482,-0.964031,1.275279,-0.806980,0.519278,-0.517385,-0.351056,0.256925,0
-0.281148,1.248731,0.412509,0.871811,-0.437380,0.929936,-0.120186,0.765561,1.234117,1.267124,1
1.227279,1.515878,0.362589,0.528922,0.301580,-0.023501,-1.221664,-0.321674,0.327113,0.643137,1
0.893699,-0.171390,-1.154887,1.856695,-0.424575,1.364564,-0.732171,0.707746,0.120153,-1.326618,0
0.334552,-2.259942,-0.572436,1.263782,-1.024204,-1.218678,-0.703858,-0.284945,-1.647895,-1.718201,0
0.106748,-0.302135,1.664211,0.872238,0.811614,0.377599,1.217190,0.986881,1.938784,3.223576,1
-0.152645,0.732592,-2.119263,1.342441,-0.320860,1.325289,-2.100549,0.676310,-0.841570,-3.094129,0
1.953069,-1.010813,0.519000,-0.333577,-1.579489,0.895916,-0.401429,1.114145,1.305755,1.440832,1
-0.506099,0.185420,0.528215,-0.262751,-1.392370,0.203502,-0.049116,-0.440527,0.690736,1.069972,1
-0.161396,-1.738871,-0.192439,-0.272070,-0.498822,1.177852,-0.907592,-0.757633,0.876407,0.310920,1
-0.889322,-0.243148,-0.410501,0.029001,0.283823,1.282961,0.056982,1.835339,0.761650,-0.024946,1
-0.759140,-0.756627,0.431883,-0.517634,-1.206784,-0.609594,-2.085114,-0.674137,-0.134403,0.440525,0
-0.893945,-1.542181,-0.123448,0.091657,0.818473,-1.251268,-0.420300,-2.307468,-1.245982,-0.923769,1
1.237840,1.354966,-0.876376,0.955921,0.816728,0.262108,-0.132813,-0.439309,-0.605645,-1.439549,0
1.192027,-0.321279,-0.136414,0.002858,-1.376980,-1.539055,0.416544,-0.091944,-1.517734,-1.108309,0
1.942353,-0.374839,0.835681,-1.524700,1.200676,0.744479,-0.942399,-0.972206,1.473499,1.929270,1
0.212894,-0.807418,-1.249498,-0.270043,-0.555210,0.129996,0.802353,-0.435070,-1.083083,-2.188844,0
1.313066,-1.291348,-1.099512,-1.659702,0.355675,1.590727,-1.658940,-1.885096,0.377118,-1.099806,0
0.360292,-0.090968,0.293309,-0.383042,0.782081,1.756141,1.114534,2.339965,1.864037,1.513792,1
2.130316,0.945698,-0.118902,-0.456201,-0.258861,-1.104091,-0.227180,-0.126451,-1.109007,-0.833166,1
-1.421076,-1.036538,-1.686753,0.200306,-0.369809,-1.840052,0.629955,-0.098273,-3.278120,-4.082904,0
-0.672194,-0.128556,0.184048,1.326115,0.109787,-0.028991,-1.540095,1.937555,0.150667,0.316903,0
0.599374,0.805663,0.546909,-0.202646,0.325125,-0.235386,0.722723,0.951344,0.313251,0.858167,1
-0.413596,-0.594574,-1.125653,0.971453,0.514226,-1.646929,-1.071669,-0.588066,-2.565147,-2.959217,0
0.029751,0.109911,-0.042468,0.485683,-0.538063,-1.120510,1.372993,-1.355776,-1.050382,-0.704011,0
0.441943,-0.075869,2.195622,0.633213,0.244977,-2.352247,-0.067102,-0.793132,-0.010381,2.657557,1
0.382985,-0.821178,1.644210,-0.145313,-0.566507,0.387484,-0.512080,-0.879050,1.928479,3.192908,0
-1.049578,0.054067,0.159899,-0.583562,0.541506,0.420326,0.144394,-0.112674,0.532310,0.524673,0
0.695352,-0.099404,0.019564,0.256782,-0.932529,1.118194,1.284861,-0.406091,1.026295,0.661257,1
0.250096,0.813293,0.086810,0.605154,0.467283,0.924280,1.522297,0.092620,0.916170,0.674441,1
-0.068520,-1.235724,-0.920654,-1.015882,0.699341,-1.529784,0.767065,0.728774,-2.262686,-2.522603,0
1.661963,-1.627929,-0.371633,-0.824552,-0.045625,-1.114770,1.752887,0.085749,-1.361390,-1.296588,0
-1.780488,-0.046635,0.391886,0.024695,-0.107977,-0.197048,-0.426321,0.140281,0.198886,0.599032,1
-1.700546,0.066435,0.490282,0.101292,-0.360240,0.089107,-0.298659,0.158936,0.551228,0.937287,1
-0.521510,-0.868225,0.665748,-0.661576,-0.728220,0.829641,-1.765843,-0.094670,1.387001,1.669355,1
0.733049,0.016378,-0.738367,0.819005,0.267440,-1.470192,0.303055,2.203439,-2.033897,-2.159308,0
-0.467933,-1.022800,-1.366960,0.262147,-1.155525,-1.997223,-0.360927,0.308997,-3.112553,-3.592042,0
-0.499163,1.278949,1.853287,-0.076909,-0.246371,-3.085559,1.564772,-1.084100,-0.999933,1.627498,1
0.360791,-0.222821,0.497435,0.083817,-0.349385,0.895281,-0.798096,0.912083,1.284469,1.401445,1
-0.855018,-0.602042,-0.780692,0.138107,-1.329922,0.622990,1.245202,1.017165,-0.188578,-1.064376,1
-0.983791,0.168494,-0.719281,-0.159106,-0.439587,0.319114,-0.707352,-1.075472,-0.403384,-1.123300,0
0.068008,0.138789,-0.346704,0.982224,0.496016,0.776015,-0.203740,-0.652340,0.366168,-0.193207,0
-0.077057,2.033175,0.107382,1.245530,0.378520,-0.752249,0.451606,-0.859424,-0.574636,-0.226666,0
-0.106852,-0.692023,0.554655,0.451155,0.897007,-0.724969,0.462172,1.977191,-0.120427,0.598171,0
1.042279,0.895904,-0.856748,-0.019202,-0.662685,1.518028,0.961650,1.382515,0.544804,-0.701090,0
0.629960,-0.502067,-0.189654,1.232758,1.968121,1.197308,1.570017,0.054206,0.896612,0.326851,1
-0.368731,-0.328147,0.240263,-1.277327,-0.697180,1.003237,-0.919674,-0.788839,1.134711,0.996384,1
1.551796,-1.299487,1.504389,-0.609029,0.233649,-1.416819,-0.313643,1.185906,0.168480,1.929972,1
1.333004,-0.304134,-1.740699,-0.615123,-0.982587,-2.016104,1.470320,-0.883418,-3.488561,-4.279080,0
-0.853651,-0.021548,-0.461485,0.123141,0.485537,0.438704,0.073393,-0.194770,-0.048005,-0.589752,0
-0.478767,-0.771805,0.266625,-0.094653,0.112485,0.985191,1.827431,0.047255,1.143773,1.033998,1
0.655655,-0.290663,-0.338418,0.086652,-0.550337,1.133601,-0.385601,-0.184860,0.696316,0.021930,0
0.903092,0.744023,-0.969913,1.334138,-0.656301,1.097961,-1.228041,0.403445,0.057618,-1.141029,0
-0.637443,-0.888043,-0.241562,0.526589,-0.056393,1.895880,0.131148,0.024313,1.476171,0.623883,0
0.181712,1.720593,-0.981913,0.341038,-0.483854,1.427607,0.387245,0.805931,0.343105,-0.978249,0
0.466058,0.773780,-0.568005,0.367135,0.489686,0.153304,1.365213,0.267857,-0.407472,-0.942291,0
1.067010,1.936645,-0.987524,0.003051,0.296486,0.838564,-0.855229,1.417966,-0.193017,-1.318089,0
1.528934,-1.795765,-0.500534,-0.762238,0.944712,-1.481262,0.211183,-0.204889,-1.815420,-1.735024,1
0.218263,-0.398740,-2.017328,-1.780942,-1.105619,1.140292,0.993390,-0.146106,-0.910339,-3.013167,0
0.267623,-1.715848,0.588101,-0.205310,1.705731,0.843555,0.521477,-0.754746,1.324953,1.536601,1
1.092180,0.046454,0.193105,0.433234,-0.269365,1.014476,-1.580872,0.070694,1.099539,0.917317,1
-0.682985,0.738259,1.470292,-0.754807,-0.361662,0.463447,0.612663,-1.134625,1.829865,2.920630,1
-0.547208,0.825086,0.715657,-0.365915,0.619663,-1.192227,-1.026344,-2.423211,-0.386780,0.628063,1
0.239439,-1.232054,-0.425984,-1.504293,1.479775,0.295282,0.758034,-0.803251,-0.143129,-0.605767,1
0.445432,0.105279,-0.695263,-0.032203,1.076381,-1.206146,0.266283,0.508635,-1.754585,-1.933504,0
-1.438577,-0.047035,-0.721779,1.434287,1.009421,-1.443417,0.947674,-0.669428,-1.993838,-2.114297,0
-0.703794,3.111015,0.777262,-0.729753,1.485630,0.780710,0.084748,-0.682037,1.450028,1.843809,1
0.489951,0.124575,-0.130018,0.742458,0.922938,1.164545,-0.618149,0.563305,0.924376,0.416455,1
0.545089,0.384468,-0.953897,-0.156468,-0.600694,0.938266,0.211560,1.203246,-0.070884,-1.201420,1
-0.007900,-0.477939,-0.199435,1.225428,-0.187920,-0.880560,0.299391,0.911909,-0.984960,-0.853823,0
0.782516,-0.114420,-0.772883,-1.392178,-0.457033,-1.409662,-0.046090,-0.732172,-2.012513,-2.187904,0
-1.025908,-1.576708,-0.978897,0.462167,-4.313524,0.442889,1.227032,0.391274,-0.541237,-1.523931,0
0.096423,0.175450,-0.742418,1.091448,-0.981375,0.196833,-0.388244,0.121860,-0.535784,-1.233617,0
0.764707,0.686143,-0.919153,1.216783,0.174142,0.517368,0.242574,0.392966,-0.416742,-1.374107,0
-0.214523,0.361730,-0.309916,-1.024377,-1.213233,0.880306,0.510647,2.059141,0.495471,-0.068250,0
-0.982594,0.336947,2.055958,-0.068199,-1.542384,-2.828910,-0.028742,-0.332486,-0.574014,2.137979,1
-1.142498,0.099254,-0.220891,0.138710,0.564062,-0.989390,-0.066133,0.657641,-1.103626,-0.953569,0
2.004021,-1.048559,0.376001,0.610611,-0.095828,0.927071,1.207169,-1.184130,1.196467,1.199440,1
-1.695310,0.819649,-1.376209,0.562082,0.825403,2.223763,-1.101982,-0.139358,0.681707,-1.246325,0
-1.356790,0.797699,1.150780,-1.098129,0.966327,0.589488,-0.544968,0.376775,1.636519,2.412854,1
0.636189,-2.829309,-0.535139,-0.597340,-0.412166,-1.159491,-0.638871,-2.137138,-1.558741,-1.617566,0
0.070277,0.105761,-1.153356,0.971148,0.508243,0.803314,0.287532,1.117129,-0.384067,-1.637975,0
-0.946568,-0.454602,-0.959671,2.128757,-0.808392,1.223303,0.013996,-0.673226,0.180391,-1.052338,0
0.037037,-0.119801,-1.186311,-1.004662,0.385375,1.143695,-0.182719,-0.211101,-0.109037,-1.507115,0
0.433759,1.198570,-0.559354,-0.539606,0.040356,0.723393,-0.040214,1.827078,0.114495,-0.607556,0
0.688418,0.464654,-0.529179,0.456863,-1.438587,-1.198429,-1.134987,-0.483522,-1.588099,-1.628572,0
2.424897,-0.112300,0.154577,0.824355,0.298092,-0.515990,-0.236639,0.558613,-0.316432,-0.009010,0
0.838958,-0.791940,0.177794,0.775150,-1.711271,-0.994237,-1.664566,0.509246,-0.725035,-0.234660,0
0.007799,0.282967,0.226452,1.480063,-1.230654,0.955937,0.091589,-0.047213,1.078827,0.944912,0
0.824469,1.083390,0.633221,-0.510697,-0.643256,0.841296,-0.850166,0.074294,1.366258,1.617004,1
0.396222,1.437230,-0.117185,0.089239,1.037804,-1.250993,0.547681,-0.897408,-1.239718,-0.912279,0
-2.028572,0.738142,0.001742,-0.446860,-3.372901,0.441657,-0.726900,-1.430651,0.399610,0.250346,1
-0.647842,0.257242,1.053874,-0.956324,-0.393724,-0.739553,-0.792063,0.753599,0.345959,1.493599,1
-0.222872,-0.764746,1.290660,1.282257,1.248523,-0.044679,-0.644913,-0.637251,1.199492,2.311100,1
-2.288274,0.842143,-0.300124,0.029157,-0.509728,1.236115,0.224355,1.598377,0.825465,0.148619,1
-0.938283,-0.753396,-0.405390,1.990770,1.123799,1.788137,-0.085391,1.202232,1.221728,0.267050,1
1.034659,0.095120,0.909354,-1.496298,-0.421020,0.702639,1.791930,1.480911,1.506567,2.039201,1
-0.984771,-0.255557,-0.671900,1.029745,0.288607,-1.529914,1.137714,1.290102,-2.023862,-2.072428,0
1.082301,-0.509588,0.034984,-2.088433,-0.844837,0.928974,-0.345767,-0.391728,0.870618,0.583262,1
1.469033,-0.933071,-0.918598,-2.980654,1.212788,1.324386,0.368150,-0.030204,0.310921,-0.921419,0
0.515405,-0.155180,0.961966,0.582440,-0.246020,-0.297281,1.421734,-0.034143,0.656167,1.574780,1
0.743480,-0.342438,-0.071976,-0.504775,-0.428875,1.153659,0.206825,0.265033,0.970320,0.515419,1
-0.219513,-1.621705,0.837289,-0.288601,-0.647495,0.758857,0.565197,1.187009,1.487998,1.940229,1
0.992356,1.076025,0.846128,-0.167507,0.828542,-2.935544,-1.316373,1.448771,-1.832199,-0.111506,1
0.348113,0.214933,-0.695273,1.159723,0.638051,1.408585,-0.182092,-1.245079,0.601300,-0.470075,1
-0.380633,-1.392725,1.296430,-0.090540,-0.220450,-1.782118,0.438082,-0.970474,-0.360412,1.349111,1
0.719085,0.879994,2.054406,-0.690564,-1.258210,-2.568761,0.071306,-0.567744,-0.341108,2.280774,1
0.172062,-1.683881,0.024643,1.751405,0.726943,1.103547,0.270242,1.703007,1.017976,0.662252,1
-0.924101,0.458429,0.016756,-1.402419,-0.951371,1.101774,-1.076829,-0.290008,1.008803,0.646984,1
0.087277,-1.196370,-1.553130,-0.162966,2.523818,1.602101,-1.654367,-1.605346,-0.048358,-1.914493,0
2.399032,3.250475,-1.032295,2.684426,1.593620,2.260070,-0.385802,0.622055,1.044767,-0.603517,0
-1.512726,0.604184,0.572431,-0.511705,0.025722,-0.228995,0.769571,-1.374062,0.343524,0.907938,0
-0.667492,-0.382022,-0.367581,-0.246830,1.529847,0.680373,0.402957,0.490379,0.259941,-0.284524,0
0.584470,1.477808,0.633605,0.692863,1.670394,-0.419001,0.928023,-0.329089,0.231088,0.912318,1
0.688714,0.449511,-0.419560,0.207323,0.385278,1.056180,0.248364,-0.980698,0.548617,-0.168271,1
1.576564,-1.416154,0.126307,-0.403637,-2.721204,1.038817,0.740449,-0.021050,1.057307,0.810035,1
