temp,humid,light,co2,humid_ratio,occupy_status
1.948083,0.293834,-0.613726,0.163708,0.913116,0
1.948083,0.309805,-0.613726,0.171662,0.930829,0
1.948083,0.306490,-0.613726,0.163708,0.927153,0
1.948083,0.309805,-0.613726,0.154163,0.930829,0
1.948083,0.309805,-0.613726,0.151777,0.930829,0
1.948083,0.299861,-0.613726,0.131892,0.919800,0
1.849741,0.287807,-0.613726,0.134013,0.873255,0
1.849741,0.309805,-0.613726,0.125528,0.897502,0
1.849741,0.319749,-0.613726,0.125528,0.908464,0
1.849741,0.309805,-0.613726,0.111211,0.897502,0
1.741564,0.281781,-0.613726,0.103257,0.830368,0
1.849741,0.319749,-0.613726,0.106438,0.908464,0
1.741564,0.290821,-0.613726,0.076213,0.840265,0
1.741564,0.293834,-0.613726,0.072501,0.843564,0
1.741564,0.319749,-0.613726,0.080985,0.871938,0
1.741564,0.319749,-0.613726,0.095303,0.871938,0
1.741564,0.319749,-0.613726,0.066668,0.871938,0
1.741564,0.299861,-0.613726,0.061895,0.850163,0
1.741564,0.319749,-0.613726,0.060304,0.871938,0
1.692393,0.299861,-0.613726,0.053941,0.833698,0
1.741564,0.313120,-0.613726,0.057653,0.864679,0
1.741564,0.299861,-0.613726,0.049169,0.850163,0
1.643221,0.299861,-0.613726,0.045987,0.817279,0
1.692393,0.299861,-0.613726,0.063486,0.833698,0
1.643221,0.299861,-0.613726,0.049169,0.817279,0
1.741564,0.299861,-0.613726,0.042805,0.850163,0
1.643221,0.299861,-0.613726,0.047578,0.817279,0
1.643221,0.293834,-0.613726,0.031139,0.810721,0
1.643221,0.290821,-0.613726,0.007807,0.807442,0
1.643221,0.299861,-0.613726,0.023715,0.817279,0
1.643221,0.290821,-0.613726,0.022124,0.807442,0
1.643221,0.290821,-0.613726,0.014170,0.807442,0
1.643221,0.299861,-0.613726,0.017352,0.817279,0
1.643221,0.281781,-0.613726,0.004625,0.797606,0
1.643221,0.281781,-0.613726,-0.003329,0.797606,0
1.621094,0.286301,-0.613726,0.006216,0.795170,0
1.554713,0.281781,-0.613726,0.006216,0.768271,0
1.598967,0.281781,-0.613726,-0.012874,0.782921,0
1.554713,0.281781,-0.613726,-0.027191,0.768271,0
1.554713,0.281781,-0.613726,-0.036736,0.768271,0
1.554713,0.281781,-0.613726,-0.049463,0.768271,0
1.598967,0.273645,-0.613726,-0.049463,0.774093,0
1.554713,0.265508,-0.613726,-0.036736,0.750665,0
1.554713,0.281781,-0.613726,-0.038857,0.768271,0
1.554713,0.281781,-0.613726,-0.041509,0.768271,0
1.554713,0.281781,-0.613726,-0.046281,0.768271,0
1.505542,0.273645,-0.613726,-0.063780,0.743260,0
1.554713,0.265508,-0.613726,-0.065371,0.750665,0
1.505542,0.273645,-0.613726,-0.065371,0.743260,0
1.554713,0.273645,-0.613726,-0.070144,0.759468,0
1.456371,0.273645,-0.613726,-0.070144,0.727095,0
1.456371,0.265508,-0.613726,-0.066962,0.718346,0
1.489151,0.265508,-0.613726,-0.069613,0.729100,0
1.554713,0.265508,-0.613726,-0.094006,0.750665,0
1.456371,0.265508,-0.613726,-0.084461,0.718346,0
1.480956,0.265508,-0.613726,-0.078098,0.726410,0
1.554713,0.265508,-0.613726,-0.084461,0.750665,0
1.456371,0.256468,-0.613726,-0.090824,0.708626,0
1.456371,0.265508,-0.613726,-0.095597,0.718346,0
1.456371,0.265508,-0.613726,-0.084461,0.718346,0
1.456371,0.265508,-0.613726,-0.108323,0.718346,0
1.456371,0.265508,-0.613726,-0.125823,0.718346,0
1.456371,0.265508,-0.613726,-0.122641,0.718346,0
1.456371,0.265508,-0.613726,-0.101960,0.718346,0
1.456371,0.265508,-0.613726,-0.134307,0.718346,0
1.456371,0.265508,-0.613726,-0.138549,0.718346,0
1.456371,0.256468,-0.613726,-0.133777,0.708626,0
1.423590,0.259482,-0.613726,-0.127944,0.701145,0
1.456371,0.247428,-0.613726,-0.141731,0.698905,0
1.358028,0.247428,-0.613726,-0.130595,0.666881,0
1.358028,0.247428,-0.613726,-0.116278,0.666881,0
1.407199,0.256468,-0.613726,-0.141731,0.692562,0
1.358028,0.247428,-0.613726,-0.148094,0.666881,0
1.358028,0.247428,-0.613726,-0.154458,0.666881,0
1.358028,0.247428,-0.613726,-0.160821,0.666881,0
1.358028,0.247428,-0.613726,-0.157639,0.666881,0
1.276896,0.247428,-0.613726,-0.159230,0.640592,0
1.303940,0.247428,-0.613726,-0.156048,0.649342,0
1.285910,0.247428,-0.613726,-0.164002,0.643507,0
1.249851,0.247428,-0.613726,-0.164002,0.631854,0
1.249851,0.247428,-0.613726,-0.170366,0.631854,0
1.249851,0.247428,-0.613726,-0.181502,0.631854,0
1.249851,0.247428,-0.613726,-0.184683,0.631854,0
1.249851,0.247428,-0.613726,-0.175138,0.631854,0
1.249851,0.247428,-0.613726,-0.184683,0.631854,0
1.249851,0.247428,-0.613726,-0.186274,0.631854,0
1.249851,0.247428,-0.613726,-0.187865,0.631854,0
1.249851,0.247428,-0.613726,-0.170366,0.631854,0
1.200680,0.247428,-0.613726,-0.187865,0.616002,0
1.217071,0.247428,-0.613726,-0.184153,0.621282,0
1.151509,0.247428,-0.613726,-0.211727,0.600193,0
1.151509,0.247428,-0.613726,-0.218091,0.600193,0
1.151509,0.247428,-0.613726,-0.205364,0.600193,0
1.151509,0.247428,-0.613726,-0.205364,0.600193,0
1.151509,0.247428,-0.613726,-0.218091,0.600193,0
1.151509,0.247428,-0.613726,-0.219151,0.600193,0
1.151509,0.247428,-0.613726,-0.219682,0.600193,0
1.151509,0.247428,-0.613726,-0.224454,0.600193,0
1.107255,0.247428,-0.613726,-0.229226,0.586001,0
1.063001,0.247428,-0.613726,-0.235590,0.571844,0
1.122006,0.247428,-0.613726,-0.243544,0.590728,0
1.107255,0.238388,-0.613726,-0.245135,0.576492,0
1.151509,0.238388,-0.613726,-0.240362,0.590657,0
1.092503,0.229348,-0.613726,-0.232938,0.562278,0
1.107255,0.229348,-0.613726,-0.240362,0.566984,0
1.107255,0.229348,-0.613726,-0.246726,0.566984,0
1.107255,0.229348,-0.613726,-0.248316,0.566984,0
1.063001,0.229348,-0.613726,-0.259452,0.552879,0
1.063001,0.229348,-0.613726,-0.248316,0.552879,0
1.063001,0.229348,-0.613726,-0.241953,0.552879,0
1.063001,0.209459,-0.613726,-0.249907,0.532019,0
1.063001,0.209459,-0.613726,-0.256271,0.532019,0
1.063001,0.209459,-0.613726,-0.243544,0.532019,0
1.063001,0.209459,-0.613726,-0.232938,0.532019,0
1.063001,0.209459,-0.613726,-0.246726,0.532019,0
1.063001,0.209459,-0.613726,-0.249907,0.532019,0
1.063001,0.209459,-0.613726,-0.256271,0.532019,0
1.063001,0.209459,-0.613726,-0.256271,0.532019,0
1.063001,0.191379,-0.613726,-0.272179,0.513057,0
1.063001,0.191379,-0.613726,-0.281724,0.513057,0
1.063001,0.191379,-0.613726,-0.289678,0.513057,0
1.063001,0.191379,-0.613726,-0.275361,0.513057,0
1.063001,0.187311,-0.613726,-0.264225,0.508791,0
1.063001,0.191379,-0.613726,-0.257861,0.513057,0
1.063001,0.191379,-0.613726,-0.257861,0.513057,0
1.063001,0.191379,-0.613726,-0.294450,0.513057,0
1.063001,0.175107,-0.613726,-0.281724,0.495992,0
1.063001,0.175107,-0.613726,-0.281724,0.495992,0
1.063001,0.175107,-0.613726,-0.275361,0.495992,0
0.964658,0.175107,-0.613726,-0.272179,0.465124,0
0.964658,0.157026,-0.613726,-0.281724,0.446280,0
0.964658,0.166067,-0.613726,-0.284905,0.455702,0
0.964658,0.157026,-0.613726,-0.302405,0.446280,0
1.013829,0.166067,-0.613726,-0.294450,0.471086,0
0.964658,0.147986,-0.613726,-0.289678,0.436859,0
0.964658,0.138946,-0.613726,-0.284905,0.427438,0
0.964658,0.138946,-0.613726,-0.291269,0.427438,0
0.964658,0.138946,-0.613726,-0.300814,0.427438,0
0.964658,0.138946,-0.613726,-0.291269,0.427438,0
1.013829,0.147986,-0.613726,-0.303995,0.452184,0
0.964658,0.138946,-0.613726,-0.294450,0.427438,0
0.964658,0.129002,-0.613726,-0.313540,0.417075,0
0.964658,0.133974,-0.613726,-0.307972,0.422256,0
0.964658,0.129002,-0.613726,-0.311154,0.417075,0
0.964658,0.129002,-0.613726,-0.311950,0.417075,0
0.964658,0.119058,-0.613726,-0.316722,0.406712,0
0.964658,0.119058,-0.613726,-0.316722,0.406712,0
0.964658,0.119058,-0.613726,-0.327858,0.406712,0
0.964658,0.119058,-0.613726,-0.326267,0.406712,0
0.964658,0.119058,-0.613726,-0.326267,0.406712,0
0.940072,0.105497,-0.613726,-0.337403,0.385004,0
0.964658,0.100977,-0.613726,-0.338994,0.387872,0
0.964658,0.100977,-0.613726,-0.327858,0.387872,0
0.915487,0.092841,-0.613726,-0.329449,0.364288,0
0.915487,0.092841,-0.613726,-0.331040,0.364288,0
0.866315,0.084705,-0.613726,-0.332630,0.340798,0
0.931877,0.084705,-0.613726,-0.332630,0.360859,0
0.866315,0.084705,-0.613726,-0.331040,0.340798,0
0.866315,0.084705,-0.613726,-0.348539,0.340798,0
0.866315,0.075665,-0.613726,-0.334221,0.331437,0
0.866315,0.075665,-0.613726,-0.326267,0.331437,0
0.866315,0.066625,-0.613726,-0.335812,0.322076,0
0.866315,0.066625,-0.613726,-0.358879,0.322076,0
0.866315,0.066625,-0.613726,-0.338994,0.322076,0
0.866315,0.066625,-0.613726,-0.324676,0.322076,0
0.866315,0.057585,-0.613726,-0.326267,0.312716,0
0.866315,0.066625,-0.613726,-0.335812,0.322076,0
0.866315,0.048544,-0.613726,-0.342175,0.303355,0
0.866315,0.048544,-0.613726,-0.332630,0.303355,0
0.866315,0.048544,-0.613726,-0.327858,0.303355,0
0.866315,0.048544,-0.613726,-0.336873,0.303355,0
0.866315,0.048544,-0.613726,-0.361265,0.303355,0
0.866315,0.048544,-0.613726,-0.362856,0.303355,0
0.866315,0.048544,-0.613726,-0.361265,0.303355,0
0.866315,0.028656,-0.613726,-0.353311,0.282763,0
0.866315,0.048544,-0.613726,-0.362326,0.303355,0
0.866315,0.048544,-0.613726,-0.370810,0.303355,0
0.866315,0.035285,-0.613726,-0.361265,0.289627,0
0.866315,0.028656,-0.613726,-0.355963,0.282763,0
0.866315,0.028656,-0.613726,-0.351720,0.282763,0
0.866315,0.028656,-0.613726,-0.367629,0.282763,0
0.866315,0.019616,-0.613726,-0.369219,0.273403,0
0.866315,0.019616,-0.613726,-0.370810,0.273403,0
0.866315,0.028656,-0.613726,-0.367629,0.282763,0
0.866315,0.028656,-0.613726,-0.365507,0.282763,0
0.866315,0.028656,-0.613726,-0.359674,0.282763,0
0.839271,0.024136,-0.613726,-0.358879,0.269936,0
0.866315,0.019616,-0.613726,-0.370810,0.273403,0
0.866315,0.010576,-0.613726,-0.377174,0.264044,0
0.866315,0.010576,-0.613726,-0.370810,0.264044,0
0.866315,0.010576,-0.613726,-0.380355,0.264044,0
0.812227,0.002440,-0.613726,-0.362856,0.239416,0
0.812227,0.002440,-0.613726,-0.359674,0.239416,0
0.830257,0.005152,-0.613726,-0.360205,0.247613,0
0.812227,0.002440,-0.613726,-0.377174,0.239416,0
0.866315,0.010576,-0.613726,-0.378764,0.264044,0
0.794198,-0.000273,-0.613726,-0.385658,0.231230,0
0.758139,-0.005697,-0.613726,-0.389900,0.214893,0
0.758139,-0.005697,-0.613726,-0.373992,0.214893,0
0.812227,0.002440,-0.613726,-0.377174,0.239416,0
0.866315,0.010576,-0.613726,-0.361265,0.264044,0
0.758139,-0.005697,-0.613726,-0.367629,0.214893,0
0.812227,0.002440,-0.613726,-0.377174,0.239416,0
0.812227,0.002440,-0.613726,-0.379560,0.239416,0
0.758139,-0.005697,-0.613726,-0.373992,0.214893,0
0.866315,0.010576,-0.613726,-0.373992,0.264044,0
0.758139,-0.005697,-0.613726,-0.383537,0.214893,0
0.794198,-0.000273,-0.613726,-0.387779,0.231230,0
0.758139,-0.005697,-0.613726,-0.386719,0.214893,0
0.758139,-0.005697,-0.613726,-0.380355,0.214893,0
0.758139,-0.005697,-0.613726,-0.364447,0.214893,0
0.758139,-0.005697,-0.613726,-0.368689,0.214893,0
0.758139,-0.005697,-0.613726,-0.377174,0.214893,0
0.758139,-0.005697,-0.613726,-0.385128,0.214893,0
0.758139,-0.005697,-0.613726,-0.383537,0.214893,0
0.758139,-0.005697,-0.613726,-0.385128,0.214893,0
0.758139,-0.005697,-0.613726,-0.383537,0.214893,0
0.758139,-0.005697,-0.613726,-0.402627,0.214893,0
0.758139,-0.005697,-0.613726,-0.399445,0.214893,0
0.758139,-0.005697,-0.613726,-0.397324,0.214893,0
0.758139,-0.005697,-0.613726,-0.385128,0.214893,0
0.758139,-0.005697,-0.613726,-0.386719,0.214893,0
0.758139,-0.005697,-0.613726,-0.424898,0.214893,0
0.758139,-0.005697,-0.613726,-0.418535,0.214893,0
0.758139,-0.005697,-0.613726,-0.383537,0.214893,0
0.758139,-0.005697,-0.613726,-0.397854,0.214893,0
0.758139,-0.005697,-0.613726,-0.393082,0.214893,0
0.758139,-0.005697,-0.613726,-0.405808,0.214893,0
0.758139,-0.005697,-0.613726,-0.405808,0.214893,0
0.758139,-0.005697,-0.613726,-0.405808,0.214893,0
0.708967,-0.005697,-0.613726,-0.405808,0.200273,0
0.758139,-0.005697,-0.613726,-0.405808,0.214893,0
0.758139,-0.005697,-0.613726,-0.412172,0.214893,0
0.758139,-0.005697,-0.613726,-0.410581,0.214893,0
0.659796,-0.005697,-0.613726,-0.410581,0.185693,0
0.708967,-0.005697,-0.613726,-0.402627,0.200273,0
0.659796,-0.005697,-0.613726,-0.402627,0.185693,0
0.708967,-0.005697,-0.613726,-0.396264,0.200273,0
0.692577,-0.005697,-0.613726,-0.401566,0.195409,0
0.708967,-0.005697,-0.613726,-0.410581,0.200273,0
0.659796,-0.005697,-0.613726,-0.415353,0.185693,0
0.758139,-0.005697,-0.613726,-0.405808,0.214893,0
0.758139,-0.005697,-0.613726,-0.431262,0.214893,0
0.659796,-0.005697,-0.613726,-0.421717,0.185693,0
0.659796,-0.005697,-0.613726,-0.410581,0.185693,0
0.708967,-0.005697,-0.613726,-0.415353,0.200273,0
0.659796,-0.005697,-0.613726,-0.420921,0.185693,0
0.758139,-0.005697,-0.613726,-0.418535,0.214893,0
0.659796,-0.005697,-0.613726,-0.413763,0.185693,0
0.708967,-0.005697,-0.613726,-0.420126,0.200273,0
0.659796,-0.005697,-0.613726,-0.408990,0.185693,0
0.659796,-0.005697,-0.613726,-0.417475,0.185693,0
0.659796,-0.005697,-0.613726,-0.412172,0.185693,0
0.659796,-0.005697,-0.613726,-0.416944,0.185693,0
0.659796,-0.005697,-0.613726,-0.410581,0.185693,0
0.659796,-0.005697,-0.613726,-0.410581,0.185693,0
0.659796,-0.005697,-0.613726,-0.408990,0.185693,0
0.659796,-0.005697,-0.613726,-0.423308,0.185693,0
0.659796,-0.005697,-0.613726,-0.426489,0.185693,0
0.659796,-0.005697,-0.613726,-0.428080,0.185693,0
0.659796,-0.005697,-0.613726,-0.436034,0.185693,0
0.659796,-0.005697,-0.613726,-0.445049,0.185693,0
0.659796,-0.005697,-0.613726,-0.443988,0.185693,0
0.659796,-0.005697,-0.613726,-0.436034,0.185693,0
0.571288,-0.023777,-0.613726,-0.437625,0.141176,0
0.659796,-0.005697,-0.613726,-0.431262,0.185693,0
0.659796,-0.005697,-0.613726,-0.437625,0.185693,0
0.630293,-0.011723,-0.613726,-0.442928,0.170817,0
0.615542,-0.014737,-0.613726,-0.429671,0.163393,0
0.600791,-0.017750,-0.613726,-0.429141,0.155978,0
0.659796,-0.005697,-0.613726,-0.418535,0.185693,0
0.571288,-0.023777,-0.613726,-0.431262,0.141176,0
0.571288,-0.023777,-0.613726,-0.431262,0.141176,0
0.615542,-0.014737,-0.613726,-0.431262,0.163393,0
0.615542,-0.014737,-0.613726,-0.420126,0.163393,0
0.571288,-0.023777,-0.613726,-0.416944,0.141176,0
0.571288,-0.023777,-0.613726,-0.421717,0.141176,0
0.571288,-0.023777,-0.613726,-0.437625,0.141176,0
0.571288,-0.023777,-0.613726,-0.421717,0.141176,0
0.571288,-0.023777,-0.613726,-0.421717,0.141176,0
0.571288,-0.023777,-0.613726,-0.439216,0.141176,0
0.571288,-0.023777,-0.613726,-0.436034,0.141176,0
0.571288,-0.023777,-0.613726,-0.426489,0.141176,0
0.571288,-0.023777,-0.613726,-0.442398,0.141176,0
0.571288,-0.023777,-0.613726,-0.437625,0.141176,0
0.571288,-0.032817,-0.613726,-0.445579,0.131991,0
0.571288,-0.041857,-0.613726,-0.436034,0.122805,0
0.571288,-0.041857,-0.613726,-0.437625,0.122805,0
0.571288,-0.041857,-0.613726,-0.443988,0.122805,0
0.571288,-0.041857,-0.613726,-0.442928,0.122805,0
0.571288,-0.041857,-0.613726,-0.443988,0.122805,0
0.571288,-0.041857,-0.613726,-0.451943,0.122805,0
0.571288,-0.051801,-0.613726,-0.447170,0.112702,0
0.571288,-0.041857,-0.613726,-0.424898,0.122805,0
0.571288,-0.061746,-0.613726,-0.418535,0.102598,0
0.571288,-0.061746,-0.613726,-0.431262,0.102598,0
0.571288,-0.061746,-0.613726,-0.434443,0.102598,0
0.571288,-0.061746,-0.613726,-0.446375,0.102598,0
0.571288,-0.061746,-0.613726,-0.443988,0.102598,0
0.571288,-0.061746,-0.613726,-0.424898,0.102598,0
0.571288,-0.061746,-0.613726,-0.440807,0.102598,0
0.571288,-0.061746,-0.613726,-0.456715,0.102598,0
0.571288,-0.061746,-0.613726,-0.447170,0.102598,0
0.571288,-0.061746,-0.613726,-0.443988,0.102598,0
0.571288,-0.079826,-0.613726,-0.440807,0.084229,0
0.571288,-0.061746,-0.613726,-0.440807,0.102598,0
0.571288,-0.079826,-0.613726,-0.440807,0.084229,0
0.571288,-0.070786,-0.613726,-0.448761,0.093414,0
0.571288,-0.061746,-0.613726,-0.453533,0.102598,0
0.571288,-0.070786,-0.613726,-0.451943,0.093414,0
0.571288,-0.079826,-0.613726,-0.448231,0.084229,0
0.571288,-0.066266,-0.613726,-0.447965,0.098006,0
0.571288,-0.061746,-0.613726,-0.453533,0.102598,0
0.571288,-0.061746,-0.613726,-0.443988,0.102598,0
0.522117,-0.061746,-0.613726,-0.445579,0.088305,0
0.571288,-0.061746,-0.613726,-0.450352,0.102598,0
0.571288,-0.061746,-0.613726,-0.459897,0.102598,0
0.571288,-0.061746,-0.613726,-0.467321,0.102598,0
0.571288,-0.079826,-0.613726,-0.472623,0.084229,0
0.571288,-0.070786,-0.613726,-0.458306,0.093414,0
0.571288,-0.079826,-0.613726,-0.443988,0.084229,0
0.571288,-0.079826,-0.613726,-0.445579,0.084229,0
0.571288,-0.079826,-0.613726,-0.456715,0.084229,0
0.571288,-0.079826,-0.613726,-0.450352,0.084229,0
0.571288,-0.079826,-0.613726,-0.455920,0.084229,0
0.571288,-0.079826,-0.613726,-0.466260,0.084229,0
0.571288,-0.079826,-0.613726,-0.475805,0.084229,0
0.571288,-0.079826,-0.613726,-0.478987,0.084229,0
0.615542,-0.087962,-0.613726,-0.485350,0.088786,0
0.600791,-0.090674,-0.613726,-0.485350,0.081748,0
0.659796,-0.079826,-0.613726,-0.472623,0.109952,0
0.571288,-0.096098,-0.613726,-0.478987,0.067698,0
0.615542,-0.087962,-0.613726,-0.477396,0.088786,0
0.615542,-0.087962,-0.613726,-0.471032,0.088786,0
0.630293,-0.085250,-0.613726,-0.467321,0.095832,0
0.615542,-0.087962,-0.613726,-0.453533,0.088786,0
0.615542,-0.096098,-0.613726,-0.450352,0.080497,0
0.659796,-0.096098,-0.613726,-0.463078,0.093328,0
0.615542,-0.096098,-0.613726,-0.471032,0.080497,0
0.659796,-0.096098,-0.613726,-0.469442,0.093328,0
0.659796,-0.096098,-0.613726,-0.494895,0.093328,0
0.659796,-0.096098,-0.613726,-0.478987,0.093328,0
0.659796,-0.096098,-0.613726,-0.456715,0.093328,0
0.659796,-0.096098,-0.613726,-0.460957,0.093328,0
0.659796,-0.096098,-0.613726,-0.472623,0.093328,0
0.659796,-0.096098,-0.613726,-0.498077,0.093328,0
0.659796,-0.096098,-0.613726,-0.475805,0.093328,0
0.659796,-0.096098,-0.613726,-0.478987,0.093328,0
0.659796,-0.096098,-0.613726,-0.478987,0.093328,0
0.659796,-0.096098,-0.613726,-0.463078,0.093328,0
0.659796,-0.096098,-0.613726,-0.456715,0.093328,0
0.659796,-0.096098,-0.613726,-0.466260,0.093328,0
0.659796,-0.096098,-0.613726,-0.478987,0.093328,0
0.659796,-0.096098,-0.613726,-0.483759,0.093328,0
0.659796,-0.096098,-0.613726,-0.502849,0.093328,0
0.659796,-0.096098,-0.613726,-0.486941,0.093328,0
0.659796,-0.096098,-0.613726,-0.485350,0.093328,0
0.659796,-0.096098,-0.613726,-0.485350,0.093328,0
0.659796,-0.087962,-0.613726,-0.496486,0.101640,0
0.659796,-0.087962,-0.613726,-0.488532,0.101640,0
0.571288,-0.096098,-0.613726,-0.475805,0.067698,0
0.571288,-0.096098,-0.613726,-0.490122,0.067698,0
0.571288,-0.096098,-0.613726,-0.501258,0.067698,0
0.571288,-0.096098,-0.613726,-0.470502,0.067698,0
0.571288,-0.096098,-0.613726,-0.483759,0.067698,0
0.571288,-0.087962,-0.613726,-0.480577,0.075963,0
0.571288,-0.087962,-0.613726,-0.486941,0.075963,0
0.571288,-0.079826,-0.613726,-0.491713,0.084229,0
0.571288,-0.079826,-0.613726,-0.493304,0.084229,0
0.571288,-0.079826,-0.613726,-0.494895,0.084229,0
0.538507,-0.067772,-0.613726,-0.497016,0.086955,0
0.538507,-0.061746,-0.613726,-0.498077,0.093065,0
0.522117,-0.061746,-0.613726,-0.486941,0.088305,0
0.472945,-0.061746,-0.613726,-0.485350,0.074051,0
0.522117,-0.061746,-0.613726,-0.490122,0.088305,0
0.472945,-0.061746,-0.613726,-0.485350,0.074051,0
0.472945,-0.061746,-0.613726,-0.475805,0.074051,0
0.472945,-0.048487,-0.613726,-0.497016,0.087439,0
0.472945,-0.041857,-0.613726,-0.494895,0.094133,0
0.472945,-0.041857,-0.613726,-0.494895,0.094133,0
0.423774,-0.051801,-0.613726,-0.501258,0.069846,0
0.472945,-0.041857,-0.613726,-0.501258,0.094133,0
0.423774,-0.051801,-0.613726,-0.498077,0.069846,0
0.423774,-0.051801,-0.613726,-0.501258,0.069846,0
0.472945,-0.041857,-0.613726,-0.513985,0.094133,0
0.374603,-0.061746,-0.613726,-0.520348,0.045660,0
0.472945,-0.041857,-0.613726,-0.509212,0.094133,0
0.472945,-0.041857,-0.613726,-0.510803,0.094133,0
0.472945,-0.041857,-0.613726,-0.493304,0.094133,0
0.472945,-0.061746,-0.613726,-0.513985,0.074051,0
0.472945,-0.061746,-0.613726,-0.501258,0.074051,0
0.472945,-0.061746,-0.613726,-0.492774,0.074051,0
0.472945,-0.061746,-0.613726,-0.491713,0.074051,0
0.472945,-0.061746,-0.613726,-0.494895,0.074051,0
0.423774,-0.070786,-0.613726,-0.498077,0.050737,0
0.472945,-0.061746,-0.613726,-0.498077,0.074051,0
0.472945,-0.061746,-0.613726,-0.504440,0.074051,0
0.472945,-0.061746,-0.613726,-0.495955,0.074051,0
0.472945,-0.061746,-0.613726,-0.498077,0.074051,0
0.522117,-0.061746,-0.613726,-0.510803,0.088305,0
0.472945,-0.061746,-0.613726,-0.517166,0.074051,0
0.497531,-0.061746,-0.613726,-0.506031,0.081173,0
0.505726,-0.061746,-0.613726,-0.519288,0.083550,0
0.472945,-0.070786,-0.613726,-0.518757,0.064924,0
0.472945,-0.070786,-0.613726,-0.517166,0.064924,0
0.522117,-0.070786,-0.613726,-0.501258,0.079149,0
0.571288,-0.079826,-0.613726,-0.500198,0.084229,0
0.522117,-0.079826,-0.613726,-0.504440,0.069993,0
0.522117,-0.087962,-0.613726,-0.499667,0.061753,0
0.571288,-0.087962,-0.613726,-0.498077,0.075963,0
0.571288,-0.096098,-0.613726,-0.507622,0.067698,0
0.571288,-0.096098,-0.613726,-0.510803,0.067698,0
0.505726,-0.096098,-0.613726,-0.520348,0.048794,0
0.538507,-0.096098,-0.613726,-0.517166,0.058237,0
0.571288,-0.096098,-0.613726,-0.515576,0.067698,0
0.571288,-0.096098,-0.613726,-0.513985,0.067698,0
0.571288,-0.096098,-0.613726,-0.494895,0.067698,0
0.571288,-0.096098,-0.613726,-0.498077,0.067698,0
0.571288,-0.096098,-0.613726,-0.517166,0.067698,0
0.571288,-0.096098,-0.613726,-0.520348,0.067698,0
0.571288,-0.114179,-0.613726,-0.534666,0.049331,0
0.571288,-0.114179,-0.613726,-0.526711,0.049331,0
0.571288,-0.114179,-0.613726,-0.517166,0.049331,0
0.571288,-0.105138,-0.613726,-0.525121,0.058514,0
0.571288,-0.114179,-0.613726,-0.526711,0.049331,0
0.571288,-0.114179,-0.613726,-0.531484,0.049331,0
0.571288,-0.114179,-0.613726,-0.526711,0.049331,0
0.571288,-0.114179,-0.613726,-0.523530,0.049331,0
0.571288,-0.114179,-0.613726,-0.526711,0.049331,0
0.571288,-0.114179,-0.613726,-0.542620,0.049331,0
0.571288,-0.114179,-0.613726,-0.521939,0.049331,0
0.571288,-0.114179,-0.613726,-0.510803,0.049331,0
0.571288,-0.114179,-0.613726,-0.520348,0.049331,0
0.571288,-0.114179,-0.613726,-0.537847,0.049331,0
0.571288,-0.114179,-0.613726,-0.528302,0.049331,0
0.571288,-0.123219,-0.613726,-0.531484,0.040147,0
0.571288,-0.132259,-0.613726,-0.520348,0.030964,0
0.571288,-0.132259,-0.613726,-0.520348,0.030964,0
