f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
-2.110718,1.000883,1.788810,-1.737027,1.250400,-2.092987,-1.479568,0.314877,-0.681982,-0.006170,-0.474479,-2.028601,-2.148312,0.697637,-1.290080,1
0.345141,0.618546,0.129273,-0.300893,-1.624416,-0.267289,-0.267697,0.739426,-0.137319,0.635603,0.225939,-1.622781,-0.423248,0.070534,-0.578891,0
0.542809,-1.027070,0.981338,0.451046,1.337631,-0.461602,-0.588338,-0.879903,0.558386,0.339682,-1.011212,0.446698,-0.405237,1.069434,-1.903781,1
-1.530059,0.367960,-0.049498,-0.716343,-0.533052,0.232599,1.047058,-0.546053,2.280851,1.227772,0.201628,2.306260,-0.134679,-1.729213,-0.656382,1
-0.283432,-0.318817,-1.221135,0.628772,-1.192356,-0.884103,-0.156840,0.329264,0.039880,0.150892,0.497530,1.006136,1.287742,0.436935,-0.554826,0
-1.226008,0.931054,1.072543,-0.477818,0.708066,-0.860631,0.581177,0.839707,1.169826,0.121067,-0.126823,0.896853,-1.450468,-0.036044,0.476065,1
-1.273322,-0.725672,-2.134019,0.482527,-1.920137,-0.738229,-1.371172,0.583076,-0.250135,-0.711524,0.789183,-0.285979,2.333100,1.204885,-0.363615,1
0.559229,-0.869228,0.326871,1.953787,0.046275,2.103472,0.222415,-1.078403,3.124425,-2.019632,-0.587955,-0.985162,0.123649,1.474510,-0.546876,1
0.236909,0.877285,0.498180,0.093212,-0.156654,-2.436723,1.576570,-1.053175,0.059871,-0.069247,0.153017,0.848141,-0.891969,-0.236720,-0.034911,0
0.409738,-1.016559,-1.209223,-0.264152,1.626238,1.178311,-0.094897,1.726654,0.721042,-0.705085,0.158775,0.594820,1.619046,-1.312822,-0.570203,1
0.507238,-0.742425,-0.305543,0.390388,-0.502116,1.059139,-0.038810,-0.512955,-0.675702,0.117529,-0.191214,0.123605,0.647334,-0.980796,-1.032402,0
0.132617,1.358480,-0.879571,-0.451408,0.976704,1.041845,0.352623,1.011869,0.852805,-0.364338,1.114981,0.258746,0.148352,0.200822,0.375062,0
0.065422,-0.441176,-1.103561,-0.786580,0.716998,-2.202011,-1.348788,1.024378,0.648436,-1.193787,0.376708,-0.246974,1.238850,-0.750962,1.655240,0
-0.355951,1.167670,1.453132,-0.908715,0.332903,-0.898814,1.569036,-1.043033,-0.678378,1.825771,-0.216498,-1.030221,-1.919156,0.256933,-0.476325,0
0.694614,-0.894731,1.681624,3.113946,-0.942456,-1.346188,1.240114,0.614102,0.154254,-1.540542,-1.320588,0.062242,-1.118945,0.368499,0.319543,1
0.069353,-0.435602,-0.772265,0.339797,-0.328854,1.477412,-1.575997,-0.044112,0.308395,1.125187,0.203174,-0.924483,0.929187,-0.158207,-0.055702,1
-0.326514,-0.367468,-1.988989,0.145562,-0.512546,-2.046095,-1.452820,1.003384,0.260741,-0.201554,0.882711,-0.607033,2.022989,-1.929731,0.384352,0
-0.182240,0.542109,-0.670056,-0.852919,0.184754,-0.386433,1.636993,1.465570,0.557283,-1.643973,0.614620,0.610561,0.354791,-0.356777,0.012800,1
0.743854,1.027668,1.142532,-0.974311,-0.511461,0.425926,-1.804391,0.568956,-0.486190,0.080493,-0.118016,-0.499006,-1.562711,0.416832,-0.833989,1
0.555555,-0.408387,2.494881,-0.150950,1.080220,-0.887031,1.692848,-0.295589,0.101192,-0.051237,-1.521388,0.332145,-2.111006,1.844036,0.013218,0
1.361198,1.668811,0.148089,-0.462788,0.369842,-1.400858,0.926840,0.635847,0.150975,-0.766076,0.716302,-1.590551,-0.955983,1.498360,0.064721,0
0.879116,-0.180975,-0.317528,-1.084735,0.231990,0.319580,0.828805,0.535436,-0.007671,-1.812863,0.082647,-1.761442,0.382966,0.777941,0.181812,0
-1.257696,1.118414,1.350698,-0.570551,-1.651972,1.053167,0.955587,-1.566007,0.523659,-2.431346,-0.185489,0.155823,-1.800090,-0.003706,-0.866327,1
1.675558,1.215568,1.611716,0.250052,0.884255,-0.489044,-0.154348,0.659286,0.467900,-0.000283,-0.278016,0.904900,-2.089577,0.815582,-0.086561,0
-0.464657,0.864791,0.824291,-1.806169,0.689370,-1.098002,0.734929,1.390008,1.570120,0.181769,-0.026367,-0.214473,-1.187963,1.280029,0.044542,1
-1.629654,-1.865862,2.019053,-0.518647,-0.540580,1.055953,0.896535,-0.731409,0.303014,-0.718492,-1.962707,-0.763217,-0.955080,-1.862970,0.450988,1
0.753973,-0.884242,-0.265710,-0.539602,1.888849,-0.345984,-0.394060,0.552207,0.959346,0.771973,-0.279963,-0.558488,0.680011,1.178584,0.436157,0
0.085732,1.081547,0.935123,-0.388151,1.020383,2.144501,-1.140726,0.637549,0.240171,1.502211,0.017957,0.872090,-1.396993,-0.545652,0.312352,0
0.835508,1.839749,-0.646128,-0.118967,-0.756837,-0.428764,0.646336,-0.570906,0.729562,1.346689,1.220119,0.680123,-0.304051,-0.050272,-0.654886,0
-0.864269,1.017408,0.878225,-0.830067,0.128723,0.379366,-0.626960,0.668641,1.383622,1.328282,0.017660,-0.510558,-1.312811,0.109790,0.558899,1
0.180694,1.271549,-1.362611,0.368369,0.684072,0.802258,1.256656,0.492318,0.725394,0.266512,1.330455,0.339329,0.638515,0.520844,-0.216688,0
-0.897015,-1.058484,-2.232469,1.157138,-0.139800,0.397990,-1.557242,0.116602,0.052959,-0.145366,0.682982,-0.151993,2.587601,1.282894,0.539986,0
-0.357725,0.106574,2.047203,-0.091442,-0.957654,0.713792,-0.628348,-1.050457,2.161926,-0.320990,-1.037965,-2.478833,-1.948915,2.229696,1.995723,1
-1.612912,-1.308111,-1.099542,1.329093,-0.212909,1.411375,-1.723427,-0.420269,0.654730,1.131025,-0.038456,0.967455,1.660480,1.060124,1.013301,1
-1.997092,-0.152015,-1.438880,0.553680,0.344860,-0.131870,-0.632671,0.835952,0.445346,-0.296249,0.692799,1.165949,1.407632,-0.885804,0.261253,0
1.138442,1.403795,-1.520460,-0.033917,-1.017618,-0.208577,1.207625,-0.543552,1.538246,-2.186267,1.477407,0.563855,0.719869,-1.064952,1.452354,0
0.860715,1.454207,-1.226627,-1.176619,-1.453669,-1.061498,0.185934,0.402219,0.237864,-1.876525,1.345159,0.634020,0.422913,-1.453961,-0.796225,0
-1.166607,-0.197650,-1.005305,-0.204346,-1.275032,-0.075075,-1.608865,-0.749927,-0.279887,-0.996367,0.440475,-0.821784,1.028338,0.279415,-0.474236,0
0.484334,0.928242,0.741464,-1.650978,-1.221505,1.389429,-0.041773,-0.623779,1.057030,-1.920186,0.047911,-1.058408,-1.142360,0.918417,-0.022520,0
0.150297,0.744353,-1.201970,1.416678,0.144997,0.405212,0.237790,1.371719,-1.870719,-0.449140,0.993856,2.661351,0.748353,-0.690378,-0.352766,0
0.093440,-1.573338,-2.286043,-0.006188,1.407516,0.651696,-2.390968,0.444367,1.102786,-0.401867,0.466186,-0.853236,2.889842,0.454651,1.384049,0
-0.670435,0.830947,0.476871,-0.155060,0.305572,-2.041768,-0.497270,0.838026,1.118630,0.358834,0.142273,0.752843,-0.849492,-1.036984,0.834102,0
0.036056,0.192526,-0.882075,-1.196927,0.072514,0.688410,-0.163494,-1.518250,-0.375806,1.265000,0.560827,-0.543587,0.722735,0.282875,-0.433280,0
-2.222571,-0.754871,-2.217710,0.871752,-1.446386,1.055468,-0.285879,-0.433876,3.152777,-2.975385,0.819781,-1.060776,2.424962,-2.117617,-0.996341,0
1.141384,0.885606,-0.535184,1.414720,0.285089,-1.175452,1.635274,-0.772856,0.317867,0.604673,0.706543,2.534333,0.061306,-1.239009,-0.712687,1
-0.348948,0.837029,-0.887708,0.905625,-1.242426,-1.604805,-0.517004,-0.067544,1.364247,-0.633965,0.870878,0.333354,0.411735,-0.935161,0.581070,1
-1.900730,-1.152258,-1.474344,1.239874,0.388765,1.231644,0.299285,0.280171,-1.208604,-1.402803,0.235122,-1.292066,1.931247,-0.872157,-0.402680,0
-0.820327,-1.619018,-0.240577,-0.045576,0.580104,-1.218286,-0.210896,-0.375360,0.153617,0.165072,-0.643393,-0.234373,1.017238,-0.586751,2.300947,1
2.014019,1.005369,1.210138,-0.120651,0.430815,0.438827,-2.476709,2.524853,-0.699122,-0.701712,-0.164593,0.934608,-1.614404,0.115514,-0.128090,1
0.086972,-2.021780,1.838508,-0.632407,0.427523,0.381018,-0.508747,0.308262,1.062730,0.277142,-1.940972,-1.123913,-0.711315,0.329424,0.735546,1
-0.088453,-1.543413,-1.556549,-0.591861,-3.687723,0.209382,-0.608041,-0.761997,-0.771811,-1.254840,0.092485,0.482049,2.199322,1.599885,-0.494210,0
-0.561060,-0.969916,-0.825322,-1.430186,-0.592797,-1.285398,1.586431,0.916408,-0.004307,-0.265704,-0.023168,0.870123,1.240498,-0.195152,0.041236,0
-0.576440,1.712466,-0.652437,-1.094729,-0.258499,1.538491,0.398393,-0.244966,0.068307,-0.737466,1.162835,-1.357060,-0.235756,-0.167285,-1.328459,0
-1.105174,-2.376403,-0.519243,2.345719,0.524802,0.870268,-0.507094,0.554216,-0.161583,-1.675027,-0.856028,-1.261560,1.647010,-1.276862,1.071815,1
1.227581,-0.071749,-1.689564,-1.109915,1.447811,0.710527,1.710044,1.191103,2.288366,2.261203,0.864358,0.308330,1.600496,-0.032072,-1.907653,0
1.194744,1.082717,1.310410,1.327554,1.923931,-1.005675,-1.638025,0.416286,0.695655,-0.343257,-0.181070,-1.411791,-1.745251,0.471697,0.632926,1
1.396709,0.915874,-0.422765,0.688721,0.512902,-0.148320,0.643994,-0.021344,-0.979405,-1.107317,0.661176,0.741325,-0.057695,-0.217634,0.815004,0
-1.628703,3.452672,0.535589,-0.461754,-1.098590,0.332216,-0.987317,-0.250111,0.060154,0.772372,1.360093,0.375300,-2.190215,0.013650,-0.842756,0
-1.045584,1.031929,1.102221,0.135249,1.065169,0.060538,-1.769175,0.823005,0.749920,-0.403470,-0.094548,-1.433734,-1.527456,0.034533,-1.404316,0
-1.159993,-1.235580,-1.883964,-0.027049,-0.295196,1.226925,-0.604805,0.769345,-0.633583,0.098285,0.413268,-1.285566,2.351619,-1.826551,-1.093340,0
-0.584416,1.628532,3.075178,0.850576,1.049126,2.184897,-0.284847,1.189165,0.660070,0.519636,-0.859567,-0.484084,-3.648015,1.150637,-0.325001,1
-0.556370,1.012095,1.015339,-0.640313,1.076158,0.266487,-1.468604,-0.635931,0.724386,0.579232,-0.057791,0.075492,-1.437233,-0.389335,-0.010984,1
-0.992128,1.155730,1.198789,1.082261,0.340778,2.029979,-0.450994,1.167012,1.260614,1.595561,-0.086923,0.390802,-1.677663,1.248056,0.788171,1
-0.683127,0.839467,0.659212,-0.754183,-1.233254,0.909882,-1.060676,0.206187,0.462774,0.042113,0.049360,-0.052336,-1.022602,-1.433788,-0.459056,1
-1.426777,-1.418482,-2.200775,-0.173766,0.850515,-1.502780,0.160956,1.633389,0.487347,0.004082,0.494616,0.280003,2.734867,1.635606,-1.407326,0
0.483803,0.938550,0.468628,-0.064755,-0.271479,-0.196365,-0.438355,0.397784,0.346437,0.833795,0.197921,0.000436,-0.894650,1.085266,1.299498,0
-0.322580,-1.445691,-1.277602,-0.971198,-0.075123,0.851223,-1.241774,0.042106,1.103666,0.912487,-0.009307,-0.011035,1.892946,-0.567080,-0.423002,0
-0.505501,0.498778,-0.385210,-0.007406,0.872205,0.104710,0.223146,-1.108980,-0.601901,1.995152,0.442490,0.578398,0.112157,1.221502,1.593690,0
-0.047434,-0.526445,0.166862,0.214092,1.172619,-1.069376,-0.655368,0.052524,0.660714,1.687389,-0.339550,1.081754,0.103707,1.224773,1.061812,0
-0.126223,0.764902,0.387906,0.917652,0.405915,0.666971,0.707440,-0.376298,-1.751220,-0.402144,0.158121,1.240852,-0.734667,1.125968,-0.207352,1
1.301188,-0.486031,2.849267,-0.738239,0.263354,-1.349925,0.176784,-0.474461,-2.331492,0.231389,-1.746848,-0.936907,-2.401231,-0.206139,2.037876,1
0.357371,-0.316541,2.973914,2.153465,-0.206663,-0.555689,-2.130195,-0.118546,0.436832,0.015712,-1.732389,0.743593,-2.599868,1.416805,0.361592,0
0.062803,-0.184991,-1.249277,-0.988528,-0.686863,1.639427,0.998425,2.406552,0.437319,1.162621,0.576254,-0.885047,1.248154,0.648507,0.681114,0
-1.665259,-1.458768,1.014252,0.761776,-0.631108,1.034820,-0.100800,1.786171,0.305731,-0.845628,-1.234387,-0.946655,-0.223921,-1.079342,-2.219873,1
-0.709561,-0.036166,-1.426693,-1.293486,1.295676,-0.237835,-1.420780,-2.137818,1.087153,-0.390254,0.741511,0.251211,1.339501,1.686764,-1.412874,0
-1.132934,-0.524134,1.024166,0.196530,-0.011350,-0.688672,-1.633898,1.115437,-2.397624,0.388175,-0.794379,1.327992,-0.691675,1.040546,-0.812650,0
1.327573,1.354294,1.935030,-0.378314,-1.525779,-0.544987,1.381415,0.228303,0.898870,0.893793,-0.383869,-1.027153,-2.457175,0.363375,-0.116280,1
-1.678331,-1.124839,0.560865,-1.687040,-0.768633,0.921946,-0.549507,-0.818549,-0.435261,-0.499156,-0.834176,0.457537,0.032279,0.797470,-0.023549,0
-0.633235,-1.033693,1.765645,-0.044186,0.009089,-0.566693,-0.376763,0.068703,0.142547,1.510622,-1.431476,-0.650839,-1.128606,-1.307343,-1.654505,0
0.981015,0.757614,1.216925,0.637379,-0.845608,0.441799,1.297815,-0.199605,0.808757,1.061246,-0.286239,-0.066351,-1.499133,-0.000145,0.201260,1
-1.730041,-1.476137,-1.329788,-1.514458,0.059076,-0.515787,0.144973,-0.503842,0.762459,-0.704639,0.003941,0.419813,1.956231,-0.845624,1.076112,0
-1.478831,0.648635,0.003390,-2.421375,-0.283858,0.883726,1.005302,0.262778,-0.359406,0.181954,0.307221,0.901359,-0.321387,1.126348,-0.210175,1
-0.292796,1.414324,-1.815549,0.678938,-0.790408,-0.609405,0.380347,-0.703116,-0.388987,-0.009813,1.639357,1.222666,0.988087,0.332517,0.388733,0
1.307351,-0.456238,-0.795532,-0.195665,0.279818,0.391169,0.181040,-0.854803,1.082560,0.982406,0.205717,-0.405753,0.960867,0.447564,0.319149,0
-0.430627,1.366080,-2.014085,-0.135104,0.913218,-0.602925,1.130181,1.492444,0.104137,0.871511,1.721957,0.912911,1.195690,-1.418625,1.040186,1
1.199137,0.890913,0.642165,0.072869,0.269037,-1.252906,0.751096,0.744338,0.792953,-2.091081,0.082936,0.538263,-1.032050,-1.183470,0.601938,1
0.121810,-0.520121,-2.627858,0.950350,-1.366237,0.364045,1.115695,0.572767,0.886817,-0.527825,1.149745,1.658224,2.689765,1.945706,-0.744851,0
-0.152497,-1.367265,1.094933,-1.206596,1.387559,0.759496,1.704750,-0.566466,0.493405,0.830345,-1.233700,1.276574,-0.343563,-1.131078,0.488274,0
1.770126,0.885897,-1.182464,-2.444691,1.318319,-1.372409,0.598442,0.774047,-1.083674,-0.136889,1.050917,1.606823,0.660834,0.912711,-0.508554,0
-0.805614,-0.925026,-0.367776,-3.235799,0.043433,-0.372386,1.399900,-0.651215,0.374133,-0.558917,-0.245113,1.209554,0.794580,0.473751,-0.118958,0
1.044981,-0.378633,1.804976,-0.065522,0.233798,0.446548,-1.094753,1.097086,-0.579104,-1.299803,-1.140308,0.154867,-1.486444,0.330393,0.885783,1
1.515766,-1.750307,-0.281300,1.945390,0.330821,1.114402,-0.621083,-0.830249,0.987065,0.703826,-0.684284,0.130957,1.119381,1.542521,0.233088,0
-1.055995,-0.493474,0.470270,1.524311,-0.169523,1.398053,-0.580939,-0.150125,-1.586316,-1.215279,-0.485200,0.509011,-0.193562,-1.095635,-1.089082,1
2.428077,-1.062138,0.321322,0.981921,0.968578,-0.762777,0.845994,-0.171723,-0.162145,-0.344021,-0.676911,-1.074426,0.223439,-1.251578,-0.210774,1
1.052639,0.908984,0.611890,-0.155061,2.433737,-0.574939,-0.059714,-0.358156,0.917402,-1.659189,0.107646,1.265580,-1.012868,0.357828,-1.497318,1
1.075894,0.834163,0.500511,0.986449,0.058930,2.003147,-1.361211,-0.330932,0.037097,0.322461,0.131233,0.006338,-0.872971,-1.495833,0.892413,1
-0.085186,0.834680,0.508797,-0.794065,-2.157605,1.679705,-1.161227,-1.767751,1.146798,-1.599506,0.127073,-0.054733,-0.880901,-0.063332,-0.466937,0
-0.409094,-0.527005,-0.095534,0.442742,0.544977,-0.393942,0.557858,-0.106824,-1.505529,0.425011,-0.200270,1.320578,0.347077,-0.152624,-0.149568,0
-0.370051,-1.890136,2.237329,1.717181,-1.382191,-1.209853,0.702649,0.117114,0.750048,0.971762,-2.090354,3.285270,-1.145391,-1.582380,0.124253,1
-1.209096,0.919432,0.803806,1.395609,-1.661807,-0.037717,-0.577972,-0.727863,0.411217,0.545831,0.010559,-0.918172,-1.195794,1.417891,0.604525,0
0.834951,0.518311,-0.718641,-0.173892,0.785348,1.738835,0.543907,0.331565,-1.241241,0.758877,0.629121,-0.602084,0.411479,0.571224,0.182882,0
1.234466,-2.011583,2.161503,-0.523263,-1.672248,0.603406,-0.575229,-0.810584,0.340802,0.950974,-2.107889,-0.095011,-1.015556,-0.662409,0.291215,0
-1.958399,0.810082,0.525380,-0.156907,0.060554,1.692756,0.358352,-1.376766,0.319331,-0.240180,0.106534,-0.703642,-0.884196,0.139342,2.237003,1
0.115155,0.436852,-0.552750,0.184529,-1.012716,0.334074,0.611298,-1.131594,0.615754,0.559639,0.502088,2.978455,0.297757,-0.883656,0.243396,1
-0.199664,-1.356671,-1.448394,-2.334341,0.931155,0.103116,0.063838,-0.922073,2.057279,0.906116,0.123934,-2.319907,2.007498,-0.397447,-0.800917,0
-0.783485,0.891942,0.460534,1.494344,-0.572596,-0.432785,1.495355,0.343568,-0.082938,0.518079,0.180020,1.351692,-0.864283,-0.390087,0.492636,1
-0.607754,1.443772,2.500066,-1.737027,-0.140765,-0.015795,-0.910209,1.290388,-0.580945,-0.047187,-0.641736,-0.975561,-3.024553,1.954270,0.306948,1
1.190359,1.296355,1.880088,1.673668,-1.174500,-1.760003,0.218564,1.617088,-1.993287,0.422965,-0.382253,1.338722,-2.377847,0.424634,0.135657,0
0.808841,1.049514,1.401389,-0.280037,-1.025090,0.249326,-0.013576,0.547247,-0.383153,-0.932835,-0.245272,-0.394842,-1.813247,1.124838,-0.611382,1
0.272596,0.968581,0.840379,1.171140,-0.604827,0.133972,-1.464753,-1.247885,1.088866,-1.515435,0.014524,0.723976,-1.253792,-0.438484,0.690725,1
-0.401709,0.652676,-0.157964,0.644483,-1.792651,0.573435,0.803196,0.285700,-0.811703,0.205455,0.394957,0.068930,-0.173883,0.133183,0.303902,0
0.327046,1.059357,1.489196,0.814834,0.094648,-0.440502,1.345997,1.727048,0.856857,0.199828,-0.287281,-1.367992,-1.899425,-0.616480,-1.470917,1
0.867061,-0.001348,2.166963,-0.595361,1.030589,-1.233938,-0.733227,0.190815,-1.096428,-0.308042,-1.153072,-0.055380,-2.006917,0.038564,-0.842025,1
1.571336,0.920513,0.474267,-0.118426,1.317836,-0.274800,1.373295,0.165365,-1.162562,-1.691944,0.186329,-0.188591,-0.891024,0.799251,0.100488,0
-0.090646,-1.644068,1.248804,0.059849,-1.940790,0.082233,0.059652,1.113324,0.113109,0.614306,-1.447407,-1.320293,-0.350306,0.687464,1.298847,0
-0.522208,0.751977,-0.810806,-0.904575,-1.197999,-0.264680,-1.084557,-0.143976,-0.594280,1.880114,0.789460,0.456985,0.382220,-1.456303,0.050642,1
1.811637,-0.732436,-0.074130,1.037624,1.461104,-0.439691,2.310871,2.075424,-0.284495,-0.032275,-0.309525,1.233476,0.428041,-1.121511,-0.144499,1
-0.771308,0.447284,-0.531777,0.657610,0.418371,1.187824,-2.000708,-1.200684,0.637491,0.011158,0.495905,-0.042684,0.273208,-1.007820,0.200993,1
-1.077355,-0.248250,0.609443,1.061423,-0.036876,0.279152,-0.672757,-0.317593,-0.070133,-0.238216,-0.442385,-2.327905,-0.442816,-0.627857,0.116422,1
-0.277277,-2.012971,-2.195456,0.313788,-0.047663,-0.618717,-0.795281,0.111490,-0.701892,0.720701,0.208560,-0.759986,3.021620,0.238704,-0.525579,0
-0.744149,0.742491,0.107327,0.236702,-0.486620,1.831767,-2.610733,0.967218,0.045548,-0.395961,0.296660,0.007500,-0.463729,0.655848,-0.079961,0
-0.512891,0.469199,-0.421800,0.881623,-1.213851,1.305732,0.060378,0.634809,-0.482038,1.394045,0.447858,1.682905,0.160567,1.357691,-0.369962,1
1.462305,1.162123,1.698697,-0.207783,0.149599,0.305124,-1.127108,-1.970965,-0.745040,1.149376,-0.349737,1.256546,-2.143938,0.005106,-0.047259,1
-0.806987,-1.763093,2.199374,0.931798,-0.361192,1.001233,-0.636776,-0.629492,-0.855752,-1.756643,-2.009643,1.840868,-1.172560,-0.813518,2.063136,1
-0.742175,0.705513,0.335326,0.400197,0.674662,-0.221535,1.505337,0.698264,-0.092828,0.034417,0.157789,0.749555,-0.656816,-0.104240,-0.777544,1
-0.794982,1.610739,-0.462311,-0.398355,-0.547137,0.590652,0.499872,0.287409,0.075883,0.375091,1.013257,0.602943,-0.361986,0.593277,-0.280191,1
-0.111068,0.218626,0.493880,0.326034,1.108895,0.478816,0.672226,0.389811,0.534197,-0.446825,-0.158496,0.095853,-0.564820,0.768415,-0.009645,0
0.422258,-1.837387,1.626290,-0.041370,3.533112,-0.674751,1.343570,-0.159481,0.183057,0.977360,-1.740262,-1.627935,-0.605176,0.461597,0.499365,1
2.824068,-1.475433,-0.401999,0.602442,0.832451,1.838433,0.589311,-0.288561,0.652276,-0.180867,-0.489139,0.958282,1.096337,-2.217189,0.828578,0
-1.142259,0.830511,-0.374494,0.448468,1.387849,0.993633,-0.156605,-0.288115,-0.956403,1.159877,0.594836,0.212279,-0.060533,1.079879,-1.276625,0
0.992121,-1.023383,-0.509197,-1.377451,0.321669,-0.775954,1.557439,-1.048457,-0.852367,-1.285664,-0.216762,0.561517,0.973857,0.180674,-0.181298,0
-0.412208,1.049828,1.112537,1.076583,0.625434,-0.356583,0.983695,0.932809,0.285072,0.801310,-0.091506,0.756659,-1.545796,1.166469,-0.751483,0
0.455936,-0.550463,-1.400158,0.796548,0.725506,-0.947595,1.540822,1.709080,-1.415938,0.861443,0.482377,0.038464,1.567252,-0.628541,0.959843,0
-0.301083,-0.066711,1.112202,-0.833903,-0.604348,0.565469,0.829409,0.508322,0.621081,-0.037404,-0.623272,-1.267551,-0.997666,-1.131060,-1.051880,1
-0.854586,1.623169,-0.476034,0.454989,-0.604084,-0.319430,0.799908,-0.955589,0.590320,0.569374,1.026477,0.239088,-0.355371,1.185113,0.855857,0
0.675052,0.123920,-1.538306,-1.670272,-0.895427,0.088639,1.493484,-0.527115,-0.047232,-2.015308,0.877137,0.340427,1.364359,-0.676633,0.656442,1
-0.295611,0.920031,0.909716,0.441497,0.167688,0.535052,-2.048125,-0.270989,1.032530,-1.130369,-0.045481,0.421875,-1.294209,0.560940,-2.080905,1
0.759036,1.228288,1.673083,-0.340240,-1.082443,-0.400348,0.079561,0.307730,0.697549,0.624849,-0.304592,-2.199293,-2.152672,-1.226966,-0.767529,1
-1.990836,-1.662147,2.744288,-1.821726,-0.642864,-0.387582,0.344404,-0.246633,-0.345892,-0.031116,-2.251346,0.222725,-1.726923,1.297580,-0.509357,1
0.837940,1.189667,1.625138,-1.002186,-0.052766,-0.859891,0.028369,-1.371598,1.015592,-1.180822,-0.297494,0.321522,-2.089304,0.082156,0.938389,1
-0.313045,-0.431823,1.033745,0.427627,0.656984,0.915310,-0.183244,-0.378389,-0.631513,1.152915,-0.755494,1.509980,-0.745841,0.221146,-0.799161,1
1.548474,0.871493,0.887027,-1.230370,0.035623,1.358146,-1.607416,-0.301109,0.755631,-0.432587,-0.056538,-0.900265,-1.249373,0.263582,-0.076781,0
-0.300438,-0.198773,-0.013089,1.398085,0.325468,1.592956,1.635992,1.238743,1.053272,0.517295,-0.087739,-0.036584,0.109652,-0.642696,0.758458,1
0.554831,0.783677,-1.817874,0.496904,-1.254346,-0.756081,-0.595496,-0.879481,-0.515938,0.739929,1.340139,0.047105,1.299662,-0.044938,0.510362,0
-2.188263,-1.020012,-0.203979,1.283364,-2.021846,-0.789368,-0.140922,0.750460,-2.205182,0.425191,-0.377477,0.457968,0.689435,0.419100,0.428301,1
-0.844317,1.070706,-0.644782,1.340844,-1.616568,-0.047511,1.544380,-1.643872,-0.192968,1.685390,0.853015,-0.668701,0.072025,-0.421787,-0.344876,0
0.809881,-0.836265,-2.608467,-0.042210,0.280078,0.670344,0.421244,0.209918,-1.061923,1.249646,0.988815,-0.005688,2.826913,-0.091599,0.144064,0
0.295134,1.735746,-0.350861,-0.354975,-0.736819,1.953778,0.161493,0.491692,-1.262926,-0.139367,1.013542,1.846742,-0.526572,-0.213752,0.090631,0
-0.247248,0.787425,-1.129163,-0.504169,-0.258835,-0.692375,-0.847907,-2.383277,0.114809,-1.576848,0.975656,2.222583,0.659768,-1.182179,0.610151,1
-1.279735,-1.328596,1.150161,-0.017707,1.335891,-0.226689,-0.258036,-0.618240,-2.302190,0.894591,-1.244649,0.616367,-0.413701,0.120863,-1.005837,1
0.717253,-0.737015,-0.254265,1.679585,0.785920,1.129330,-1.461620,0.188757,-1.279656,0.732264,-0.215907,-0.146372,0.597173,1.086747,0.661637,1
-1.582174,0.869088,-1.048080,2.534496,1.808365,1.416737,-0.148641,-0.332122,-0.614574,0.448356,0.971440,0.927481,0.544582,1.012499,-0.155352,0
0.794279,-1.057397,1.322463,-1.019897,0.271362,-1.149680,-0.293945,-1.604171,1.407375,-0.101948,-1.207077,-0.158268,-0.706391,-1.480966,0.362627,1
0.119786,1.554597,2.757572,0.248998,0.093517,-0.849615,1.116761,-1.016155,-0.592131,-0.320031,-0.725882,0.551942,-3.317494,-0.600398,-1.774729,1
